time,lat,lon,depth,station,cast,temp,sal,avg_fix_rate_15N2,stdev_15N2_fix_rate,avg_fix_rate_13C,stdev_13C_fix_rate,below_detection_limit_Nfix,below_detection_limit_Cfix,CMAP_sea_water_temp_WOA_clim_tblWOA_Climatology,CMAP_density_WOA_clim_tblWOA_Climatology,CMAP_salinity_WOA_clim_tblWOA_Climatology,CMAP_nitrate_WOA_clim_tblWOA_Climatology,CMAP_phosphate_WOA_clim_tblWOA_Climatology,CMAP_silicate_WOA_clim_tblWOA_Climatology,CMAP_oxygen_WOA_clim_tblWOA_Climatology,CMAP_NO3_tblPisces_NRT,CMAP_PO4_tblPisces_NRT,CMAP_O2_tblPisces_NRT,CMAP_Si_tblPisces_NRT,CMAP_PP_tblPisces_NRT,CMAP_CHL_tblPisces_NRT,CMAP_PHYC_tblPisces_NRT
2023-01-24T13:04:40,28.2611,-124.72454,5,1.0,1.0,18.5773,33.5968,,,3.920929317999318,0.6098227227091766,1.0,,17.30983034769694,24.49476941426595,33.688977559407554,0.1169856321066618,0.3260360956192016,2.0847646792729697,5.544065157572429,0.0015707333090267,0.2914748387821911,244.3844368037096,10.484228415523768,0.0003558685197383,0.0484257010291072,0.511998378808669
2023-01-25T13:30:00,26.4195,-127.7807,8,,,19.16,33.74,,,2.333351889429619,0.1886999391124863,1.0,,18.945372581481934,24.584659576416016,34.317294120788574,0.446879118680954,0.2964896261692047,2.454652070999145,5.325557708740234,0.0003743214722148,0.2819780018363281,238.25426954380856,9.782856740205746,0.0002126274990658,0.0458363297021059,0.4732665137260258
2023-01-26T13:30:00,23.5562,-123.4197,8,,,20.44,34.22,2.4405161400655904,0.4714679331194991,1.791869515915246,0.3331151175492671,,,19.58389949798584,24.325961112976078,34.262149810791016,0.0316347563639283,0.2717767059803009,2.5500528812408447,5.2232747077941895,0.0001723138061568,0.3390493797977991,236.27830673663445,9.991033475773737,0.0002174223869302,0.03970118619812,0.4678685916039805
2023-01-28T11:04:26,19.33118,-138.7137,5,2.0,4.0,23.5311,34.0712,,,4.055127040272819,0.4464830790121006,1.0,,23.132096608479817,23.545286178588867,34.59410730997721,0.010325505087773,0.2594992220401764,2.2802324295043945,5.007273038228353,0.0100210953327425,0.3844274235341174,223.1060490748374,9.9826699920413,0.0008627439687295,0.045978257439428,0.5387339854942157
2023-01-28T11:04:26,19.33118,-138.7137,25,2.0,4.0,23.4982,34.0924,,,3.712774916693377,0.4660210241058484,1.0,,23.02076276143392,23.6856632232666,34.62952550252279,0.012405987518529,0.2420179396867752,2.394783099492391,4.884267807006836,0.0092402338604837,0.3840246457679488,223.1359427582939,9.97411460151882,0.0007640998481684,0.0470588891036544,0.5337876140632917
2023-01-28T11:04:26,19.33118,-138.7137,100,2.0,4.0,20.458,34.6928,0.0612974517824265,0.0531664713581897,0.4235346473662103,0.1051442533680144,,,21.487140655517575,24.59403610229492,34.86184501647949,0.7002089619636536,0.2684388607740402,1.9880168437957764,5.293414831161499,,,,,,,
2023-01-28T11:04:26,19.33118,-138.71368,45,2.0,4.0,22.8169,34.5378,0.0528388248541001,0.0418154508184004,1.8647209781950391,0.2315059150054822,,,22.9371337890625,23.88880920410156,34.76433436075846,0.013810144426922,0.2324043462673823,2.328463395436605,5.002097924550374,0.0063989042414292,0.3824710249900737,223.32107431744856,9.937026262284371,0.0006303970852541,0.0498032455798272,0.5193493321318933
2023-01-28T11:04:26,19.3312,-138.7137,125,2.0,4.0,19.7214,34.7717,,,0.4510004271037557,0.0349696015614119,1.0,,20.049190521240234,25.084436416625977,34.810489654541016,0.798281192779541,0.3021034300327301,2.359732389450073,4.693238258361816,,,,,,,
2023-01-28T11:04:26,19.3312,-138.71368,75,2.0,4.0,22.772,34.784,0.0612612272395805,0.0317476605615271,0.6412571385095613,0.1847926448969122,,,22.54817008972168,24.212730407714844,34.88400014241537,0.061911292374134,0.2422956029574076,2.2939393520355225,5.313875039418538,0.0138942241344358,0.3659467936000221,227.3725445691471,9.59288208625,0.0006883968134764,0.0797658269841463,0.5593038102721986
2023-01-30T14:09:24,15.97648,-140.00522,5,3.0,1.0,24.2096,33.9096,,,5.836342663375345,0.4309058055192832,1.0,,24.43348423639933,22.931370576222736,34.18267345428467,0.0918008747200171,0.2831137130657832,2.0802990198135376,4.9776270389556885,1.2815155724560996,0.4857293145786017,220.45798601825385,10.711163022939203,0.0066221667857996,0.1108754721970016,1.050114531015072
