time,lat,lon,depth,temp,sal,avg_fix_rate_15N2,stdev_15N2_fix_rate,LOD_1,LOD_2,LOQ,avg_fix_rate_13C,stdev_13C_fix_rate,CMAP_sea_water_temp_WOA_clim_tblWOA_Climatology,CMAP_density_WOA_clim_tblWOA_Climatology,CMAP_salinity_WOA_clim_tblWOA_Climatology,CMAP_nitrate_WOA_clim_tblWOA_Climatology,CMAP_phosphate_WOA_clim_tblWOA_Climatology,CMAP_silicate_WOA_clim_tblWOA_Climatology,CMAP_oxygen_WOA_clim_tblWOA_Climatology,CMAP_NO3_tblPisces_NRT,CMAP_PO4_tblPisces_NRT,CMAP_O2_tblPisces_NRT,CMAP_Si_tblPisces_NRT,CMAP_PP_tblPisces_NRT,CMAP_CHL_tblPisces_NRT,CMAP_PHYC_tblPisces_NRT
2019-04-20T15:00:00,22.31916666666667,-158.0,6,24.638,34.98,6.635234855879573,0.7428454483859217,0.273851769511578,3.7648093783074463,7.428454483859218,0.2446116245808915,0.17327796407067,23.70963478088379,23.766594409942627,35.022671699523926,0.0244409712031483,0.0923600811511278,1.576261669397354,4.89203143119812,7.621286307142857e-07,0.3423380597619047,221.6409395238095,11.729571833333331,0.0005290634209523,0.0342378595714285,0.5590610140476189
2019-04-20T15:00:00,25.7765,-158.0,6,22.701,35.467,7.546467187314565,2.7718020634289817,0.1824388681295368,5.212066107472187,27.71802063428982,0.3939974876145633,0.025254463405973,22.048543453216556,24.4179961681366,35.26238441467285,0.1003893818706274,0.1226241393014788,1.4560806304216385,4.9991437792778015,5.125104109523809e-07,0.306471496904762,226.64281,11.726436273809524,0.000359196950238,0.0301949306428571,0.5053093802380951
2019-04-20T15:00:00,29.36195,-158.00010666666662,6,19.993,35.485,0.0364519461643546,0.108370950242727,0.2320216618352854,0.1168945938417165,1.0837095024272705,0.309413639790597,0.0159835385381914,19.959919929504395,24.859646797180176,35.1237907409668,0.2172827869653701,0.3186586648225784,3.2880584597587585,5.209259629249573,0.0100413564571428,0.2741389567857142,236.89654464285715,12.198937750000002,0.0021109168760714,0.0453703540714285,0.6959597999999999
2019-04-20T15:00:00,32.168166666666664,-158.00112833333333,6,18.398,35.177,0.0274716842271506,0.0616373693528421,0.1870093566133071,0.0632715715553976,0.6163736935284212,0.3102875812627808,0.0228581776774557,17.73477792739868,25.14548110961914,34.73282623291016,0.1027885419316589,0.3177867047488689,4.978034913539887,5.480816900730133,0.4986563471428571,0.2957914460714285,249.32192321428576,13.483015750000002,0.0056600483999999,0.0891300956785714,1.0930030035714289
2019-04-20T15:00:00,35.800515000000004,-157.9955,6,14.92,34.457,0.0,0.0337856544177223,0.3459571276539105,0.0439417187179196,0.3378565441772231,0.5965876533760687,0.0187031931562196,13.950637578964232,25.57335567474365,34.17941093444824,0.2673668097704649,0.3665999099612236,4.796586513519287,5.955141603946686,2.7203939999999998,0.4594338475,268.0981696428572,13.91480225,0.00516684375,0.1070316256428571,1.1434698857142858
2019-04-21T15:24:00,37.00331666666667,-158.00303666666667,6,13.57,34.05,0.0,0.0007954096773105,0.461248618182284,0.0344249878200093,0.0079540967731053,0.7242809287105664,0.0265379643263952,13.140147805213928,25.66375422477722,34.0831732749939,0.6314692981541157,0.5020960867404938,4.625307857990265,6.063244998455048,3.421809525,0.510318885,272.6430110714286,14.065680000000002,0.0055492654107142,0.1402083139285714,1.205588360714286
2019-04-21T15:24:00,38.862051666666666,-157.996125,6,11.878,33.888000000000005,0.0,0.0696396039578029,0.6470670052916251,0.0956690240154628,0.6963960395780289,1.123401974067715,0.0800346132632974,11.63482141494751,25.79068207740784,33.874324798583984,2.080525189638138,0.8359653204679489,5.227540910243988,6.292296588420868,4.085854132142858,0.5625914917857143,277.0893099999999,14.126944249999996,0.00605662045,0.1586948,1.3285674749999998
2019-04-21T15:24:00,41.618408333333335,-157.93002333333334,6,9.967,33.59,0.0521604643005805,0.060185216320046,0.4214960781380474,0.1479361009330495,0.6018521632004602,0.6750630595075435,0.3131919104551756,9.652820348739624,25.84603071212769,33.51807498931885,5.283417820930481,1.1149426698684692,8.677769899368286,6.57653796672821,7.257517064285715,0.7981778250000001,295.2544935714285,16.239978500000007,0.0065401455964285,0.1680430221428571,1.5550274499999996
2019-04-22T15:47:00,31.635905,-158.00083333333333,6,18.42,35.022,0.7870158387400642,0.4748288790309078,0.0,0.4824203902794733,4.7482887903090765,0.1650468363305012,0.0026444634566157,18.22735548019409,25.08780241012573,34.81960868835449,0.1362589951604604,0.330482006072998,4.781728506088257,5.418756484985352,0.4534283582142858,0.2925538117857143,248.1936346428572,13.404655892857145,0.0058425027035714,0.0892401869999999,1.095595457142857
2019-04-22T15:47:00,32.933056666666666,-158.00015333333334,6,17.531,34.883,0.0368002110449192,0.0386177108221218,0.1053936819890932,0.0840214403991534,0.3861771082212183,0.1474717693500979,0.0810815837561082,16.7448468208313,25.25833940505981,34.56557035446167,0.0459512397646904,0.2896268088370561,5.212418019771576,5.60675311088562,0.6108533053571428,0.3044393375,248.95645500000003,13.529573250000002,0.0055410703571428,0.0904277262499999,1.096081485714286
