time,lat,lon,depth,station,cast,Cfix,stdev_Cfix,ChlA,PARz,CMAP_sea_water_temp_WOA_clim_tblWOA_Climatology,CMAP_density_WOA_clim_tblWOA_Climatology,CMAP_salinity_WOA_clim_tblWOA_Climatology,CMAP_nitrate_WOA_clim_tblWOA_Climatology,CMAP_phosphate_WOA_clim_tblWOA_Climatology,CMAP_silicate_WOA_clim_tblWOA_Climatology,CMAP_oxygen_WOA_clim_tblWOA_Climatology,CMAP_NO3_tblPisces_NRT,CMAP_PO4_tblPisces_NRT,CMAP_O2_tblPisces_NRT,CMAP_Si_tblPisces_NRT,CMAP_PP_tblPisces_NRT,CMAP_CHL_tblPisces_NRT,CMAP_PHYC_tblPisces_NRT
2021-11-24T12:43:00,19.637,-138.617,5,4,1,3.145298473123404,0.9036434872854988,0.1266,11.370671992457352,24.6797669728597,23.39991569519043,34.72046661376953,0.0129190476145595,0.1750867615143458,1.5920039415359497,4.897626558939616,0.0404765185995528,0.3853115830570903,218.2384537061336,10.256351141134903,0.001830198452899,0.0535145013631922,0.6096811439532368
2021-11-24T12:43:00,19.637,-138.617,25,4,1,3.209463256992748,0.1043085956745168,0.1286,4.21559472119807,24.588972727457683,23.485179265340168,34.77097956339518,0.0028678005716452,0.1749288489421208,0.8770923217137655,4.909650802612305,0.0404241835974005,0.3850855089724501,218.3392598046196,10.24832505914961,0.0015234387892834,0.0553023309550333,0.6017826221056249
2021-11-24T12:43:00,19.637,-138.617,45,4,1,2.364222425756501,0.1823346408369802,0.1305,2.051504736503228,24.470439275105797,23.63469886779785,34.81579844156901,0.0093099846659849,0.1762395898501078,1.60256826877594,4.890888055165608,0.0369690297542227,0.3836234088987291,218.7586002986002,10.202616461119955,0.0012146800769185,0.0594139289110875,0.5877304080874126
2021-11-24T12:43:00,19.637,-138.617,75,4,1,1.5256004036519355,0.2235402533017836,0.1685,0.6483508456170783,23.39452997843425,24.135299682617188,34.84477106730143,0.101116694509983,0.2083818713823954,0.9431956013043722,4.986323992411296,0.094970717570595,0.3623240369061667,230.95182634988325,9.57185501257425,0.0013492010925499,0.1036326207531224,0.6581733711064082
2021-11-24T12:43:00,19.637,-138.617,100,4,1,1.0188351872981656,0.1878805013350671,0.2886,0.1620877114042695,21.53335475921631,24.76090717315674,34.82711219787598,0.290935754776001,0.1974190175533294,2.1451445817947388,5.283382177352905,,,,,,,
2021-11-24T12:43:00,19.637,-138.617,125,4,1,0.2861852339779507,0.0539346762443916,0.217,0.0481882385255936,20.09069061279297,25.221967697143555,34.77958679199219,1.441792130470276,0.3405756950378418,2.392303705215454,4.966220855712891,,,,,,,
2021-11-28T11:42:30,10.696,-140.002,5,7,1,7.247153685621202,0.3522002924384863,0.18,9.036866536883624,27.05558172861735,21.949769655863445,33.85781478881836,0.0804209584991137,0.1761034602920214,1.4565313061078389,4.670633713404338,2.982089618345262,0.5788089628642024,213.42573854126564,11.256709463397998,0.0103667966230824,0.1284090230474198,1.2651555656145306
2021-11-28T11:42:30,10.696,-140.002,15,7,1,8.063198449139387,0.8071658283462018,0.1786,5.746136069462998,27.048600514729817,22.00213114420573,33.91589482625326,0.0771297924220562,0.1558979277809461,1.4237728118896484,4.784934520721436,3.1747265336416235,0.5943564768880374,212.8847414652396,11.36607637405565,0.0091052758885763,0.1391819222364541,1.2548703124124372
2021-11-28T11:42:30,10.696,-140.002,25,7,1,6.995714394808406,0.6902392305977033,0.1846,3.8807020651653614,26.79568386077881,22.28689670562744,34.10500144958496,0.0918743746976057,0.1640634536743164,1.5227645834287007,4.818735281626384,4.683394484883863,0.7104445608125916,206.9976351420112,12.215538475250115,0.0089884494004459,0.1870299185522806,1.3435564610694444
2021-11-28T11:42:30,10.696,-140.002,45,7,1,5.847854296319439,0.2693346344727201,0.597,1.3335231034738118,23.430754979451496,23.689965565999348,34.441429138183594,0.2222043648362159,0.2292875126004219,1.365374465783437,4.9352781772613525,9.261993034678584,1.030469407141133,181.88895975749995,15.104306741555416,0.0078251417842694,0.3138096267357249,1.5405741110444164
