time,lat,lon,depth,station,cast,Cfix,stdev_Cfix,chl_a,DailyIntegratedPAR,CMAP_sea_water_temp_WOA_clim_tblWOA_Climatology,CMAP_density_WOA_clim_tblWOA_Climatology,CMAP_salinity_WOA_clim_tblWOA_Climatology,CMAP_nitrate_WOA_clim_tblWOA_Climatology,CMAP_phosphate_WOA_clim_tblWOA_Climatology,CMAP_silicate_WOA_clim_tblWOA_Climatology,CMAP_oxygen_WOA_clim_tblWOA_Climatology,CMAP_NO3_tblPisces_NRT,CMAP_PO4_tblPisces_NRT,CMAP_O2_tblPisces_NRT,CMAP_Si_tblPisces_NRT,CMAP_PP_tblPisces_NRT,CMAP_CHL_tblPisces_NRT,CMAP_PHYC_tblPisces_NRT
2021-11-20T14:48:00,29.9024,-124.08,5,,,2.566552480345408,0.0932828947788989,0.31,19.79,18.499722957611084,24.01794974009196,33.48633321126302,0.075017238035798,0.3456082170208295,1.8382766842842104,5.378795305887858,0.3391959391635977,0.33296962575986,242.8062305609334,10.782919411858224,0.0024295235146382,0.0647674304995806,0.7520858139421482
2021-11-21T15:01:00,25.82,-126.67,5,2.0,1.0,3.005597847846022,0.2035650351231598,0.1367799999999999,25.44,20.60391680399577,24.012444814046223,34.18181292215983,0.0324232078467806,0.2615509803096453,1.683205823103587,5.204880475997925,1.4357312197e-06,0.2975477517272074,232.07653675070932,10.20680281520603,0.0002023892108203,0.0326413613724684,0.4587202354955011
2021-11-22T14:11:00,23.08,-133.17,5,,,2.28887357127982,0.0995533930847898,0.04,26.36,22.51137590408325,24.02648464838664,34.81189092000326,0.0177213612090175,0.1551070101559162,1.369858801364899,5.070152481396993,1.0363221679e-06,0.3296846178360322,224.9122499306769,9.485590613882415,0.0002594685428448,0.034565009341652,0.4739373713421688
2021-11-23T14:43:00,21.7,-135.31,5,,,3.31571902614008,0.2667447755585232,0.03,15.02,23.49339993794759,23.81951904296875,34.868499755859375,0.0102551699383184,0.1594086537758509,1.5108367999394734,4.942521413167317,4.9795114414e-06,0.3666872449840078,221.86383099560828,9.813603079318126,0.0003103738633247,0.0353451049964272,0.4836401280636727
2021-11-23T14:43:00,21.7403,-135.31,5,3.0,1.0,4.04680158424531,0.098809068684119,0.1291999999999999,15.02,23.49339993794759,23.81951904296875,34.868499755859375,0.0102551699383184,0.1594086537758509,1.5108367999394734,4.942521413167317,4.9795114414e-06,0.3666872449840078,221.86383099560828,9.813603079318126,0.0003103738633247,0.0353451049964272,0.4836401280636727
2021-11-26T14:32:00,17.4,-140.09,5,5.0,1.0,4.189925984554498,0.4917690698451387,0.1239375,22.5,25.409081776936848,22.923086802164715,34.49578285217285,0.0656828676971296,0.178387776017189,1.4072722395261128,4.885942459106445,0.4923395234383552,0.4224675867396607,216.032642046638,10.548213710385747,0.0045937575599053,0.084708626812794,0.8385028927896976
2021-11-27T14:37:00,13.948,-140.0,5,6.0,1.0,7.441193234232436,0.6747395696805945,0.170875,37.07,26.187600135803223,22.20294586817424,33.936697006225586,0.0983277553071578,0.1780732808013757,1.116482178370158,4.822647412618001,2.6266105172687557,0.5648421779688736,214.11903996997864,11.211474555070923,0.0101018929970455,0.1350020609226805,1.2291574483530077
2021-11-28T11:42:00,10.6958,-140.0,5,7.0,1.0,5.361306491198981,0.8390640583193613,0.15,18.73,27.05558172861735,21.949769655863445,33.85781478881836,0.0804209584991137,0.1761034602920214,1.4565313061078389,4.670633713404338,2.901083602259724,0.5724828594674649,213.4342014842532,11.221027046442677,0.0102395476559959,0.1270098851579706,1.2553888661994803
2021-11-30T14:05:00,8.338,-139.6,5,8.0,1.0,8.103735320927921,0.1395152824602228,0.2104374999999999,32.05,27.587127685546875,22.03309504191081,34.132058461507164,0.181996335585912,0.2008788933356603,1.7871253887812295,4.583332061767578,3.564504299171325,0.5857430024072255,210.79696698188624,11.270078973971373,0.0121072694596179,0.1632965808501593,1.3410163874428966
2021-12-01T15:52:00,4.7508333333333335,-140.0,5,9.0,2.0,21.624530206749863,1.5909271518476564,0.2797,33.96,27.183103879292805,22.553112983703613,34.656323750813804,1.8659865061442056,0.4052903205156326,1.7870949904123945,4.682093103726705,9.166305818942371,0.9832571636545128,212.90155622694775,15.641005033193697,0.0177863528081816,0.2242001132155343,1.758235881123802
