time,lat,lon,depth,station,cast,treatment,avg_fix_rate_13C,avg_fix_rate_13C_stdev,avg_fix_rate_15N2,avg_fix_rate_15N2_stdev,CMAP_sea_water_temp_WOA_clim_tblWOA_Climatology,CMAP_density_WOA_clim_tblWOA_Climatology,CMAP_salinity_WOA_clim_tblWOA_Climatology,CMAP_nitrate_WOA_clim_tblWOA_Climatology,CMAP_phosphate_WOA_clim_tblWOA_Climatology,CMAP_silicate_WOA_clim_tblWOA_Climatology,CMAP_oxygen_WOA_clim_tblWOA_Climatology,CMAP_NO3_tblPisces_NRT,CMAP_PO4_tblPisces_NRT,CMAP_O2_tblPisces_NRT,CMAP_Si_tblPisces_NRT,CMAP_PP_tblPisces_NRT,CMAP_CHL_tblPisces_NRT,CMAP_PHYC_tblPisces_NRT
2016-04-20T15:00:00,23.5,-158,15,2,1,24L,3.5,0.35,1.49,0.37,23.20649814605713,24.026339213053387,35.115979512532554,0.0279918524126211,0.0815718919038772,1.3897143403689067,4.961927175521851,0.0001282334607818,0.3005693530043472,221.90496868572225,9.672577632797635,0.0004777672923713,0.0389100159518472,0.5630119260814721
2016-04-20T15:00:00,23.5,-158,15,2,1,24LS,5.35,1.42,1.03,0.27,23.20649814605713,24.026339213053387,35.115979512532554,0.0279918524126211,0.0815718919038772,1.3897143403689067,4.961927175521851,0.0001282334607818,0.3005693530043472,221.90496868572225,9.672577632797635,0.0004777672923713,0.0389100159518472,0.5630119260814721
2016-04-20T15:00:00,23.5,-158,15,2,1,24D,0.33,,0.07,,23.20649814605713,24.026339213053387,35.115979512532554,0.0279918524126211,0.0815718919038772,1.3897143403689067,4.961927175521851,0.0001282334607818,0.3005693530043472,221.9049686857222,9.672577632797635,0.0004777672923713,0.0389100159518472,0.5630119260814722
2016-04-20T15:00:00,23.5,-158,15,2,1,24L-24D,3.17,,1.42,,23.20649814605713,24.026339213053387,35.115979512532554,0.0279918524126211,0.0815718919038772,1.3897143403689067,4.961927175521851,0.0001282334607818,0.3005693530043472,221.9049686857222,9.67257763279764,0.0004777672923713,0.0389100159518472,0.5630119260814721
2016-04-20T15:00:00,23.5,-158,15,2,1,24LS-24D,5.01,,0.96,,23.20649814605713,24.026339213053387,35.115979512532554,0.0279918524126211,0.0815718919038772,1.3897143403689067,4.961927175521851,0.0001282334607818,0.3005693530043472,221.9049686857222,9.67257763279764,0.0004777672923713,0.0389100159518472,0.5630119260814722
2016-04-21T15:24:00,24.68,-158,15,3,1,24L,2.81,0.03,1.12,0.09,22.738051732381184,24.22567907969157,35.19072977701823,0.0458580361058314,0.0781622504194577,1.3572508494059246,4.996755123138428,6.038608854434999e-07,0.2882459412019166,225.1579564411667,9.491372108459998,0.0003739190627432,0.03183417224015,0.5250557536880416
2016-04-21T15:24:00,24.68,-158,15,3,1,24D,0.1,0.05,0.09,0.06,22.738051732381184,24.22567907969157,35.19072977701823,0.0458580361058314,0.0781622504194577,1.3572508494059246,4.996755123138428,6.038608854434999e-07,0.2882459412019166,225.1579564411667,9.491372108459998,0.0003739190627432,0.03183417224015,0.5250557536880416
2016-04-21T15:24:00,24.68,-158,15,3,1,24L-24D,2.71,,1.03,,22.738051732381184,24.22567907969157,35.19072977701823,0.0458580361058314,0.0781622504194577,1.3572508494059246,4.996755123138428,6.038608854434999e-07,0.2882459412019166,225.1579564411667,9.491372108459998,0.0003739190627432,0.03183417224015,0.5250557536880416
2016-04-22T15:47:00,28.15,-158,15,4,1,24L,3.55,0.23,0.05,0.02,20.891804854075115,24.75599829355876,35.24224249521891,0.1775899572918812,0.233271449804306,2.1974229514598846,5.129673560460408,9.65176507581e-05,0.2424483268210833,235.32939847312505,10.0337902704825,0.000362165772458,0.0309254320648833,0.469380136579375
2016-04-22T15:47:00,28.15,-158,15,4,1,24LS,4.27,0.59,0.05,0.0,20.891804854075115,24.75599829355876,35.24224249521891,0.1775899572918812,0.233271449804306,2.1974229514598846,5.129673560460408,9.65176507581e-05,0.2424483268210833,235.32939847312505,10.0337902704825,0.000362165772458,0.0309254320648833,0.469380136579375
2016-04-22T15:47:00,28.15,-158,15,4,1,24D,0.2,0.07,0.01,,20.891804854075115,24.75599829355876,35.24224249521891,0.1775899572918812,0.233271449804306,2.1974229514598846,5.129673560460408,9.65176507581e-05,0.2424483268210834,235.32939847312505,10.0337902704825,0.0003621657724579,0.0309254320648833,0.469380136579375
2016-04-22T15:47:00,28.15,-158,15,4,1,24L-24D,3.35,,0.05,,20.891804854075115,24.75599829355876,35.24224249521891,0.1775899572918812,0.233271449804306,2.1974229514598846,5.129673560460408,9.65176507581e-05,0.2424483268210833,235.32939847312505,10.0337902704825,0.000362165772458,0.0309254320648833,0.469380136579375
2016-04-22T15:47:00,28.15,-158,15,4,1,24LS-24D,4.06,,0.04,,20.891804854075115,24.75599829355876,35.24224249521891,0.1775899572918812,0.233271449804306,2.1974229514598846,5.129673560460408,9.65176507581e-05,0.2424483268210833,235.32939847312505,10.0337902704825,0.000362165772458,0.0309254320648833,0.469380136579375
2016-04-23T15:50:00,29.45,-158,15,5,1,24L,2.8,0.43,0.03,0.0,19.89279842376709,24.919503847757976,35.1205940246582,0.2062796875834465,0.3098986546198527,3.2088106870651245,5.240304072697957,0.0021080639279695,0.237784168372625,237.99216461187495,10.018627087267085,0.0010438118133607,0.0405038156701958,0.5784047444662916
2016-04-23T15:50:00,29.45,-158,15,5,1,24D,0.15,0.05,0.1,0.07,19.89279842376709,24.919503847757976,35.1205940246582,0.2062796875834465,0.3098986546198527,3.2088106870651245,5.240304072697957,0.0021080639279695,0.237784168372625,237.99216461187495,10.018627087267085,0.0010438118133607,0.0405038156701958,0.5784047444662916
2016-04-23T15:50:00,29.45,-158,15,5,1,24L-24D,2.65,,BDL,,19.89279842376709,24.919503847757976,35.1205940246582,0.2062796875834465,0.3098986546198527,3.2088106870651245,5.240304072697957,0.0021080639279695,0.237784168372625,237.99216461187495,10.018627087267085,0.0010438118133607,0.0405038156701958,0.5784047444662916
2016-04-24T15:44:00,32.58,-158,15,6,1,24L,10.92,,BDL,,17.167468070983887,25.26355361938477,34.64813105265299,0.0703782880057891,0.3016157150268554,5.087004899978638,5.593292077382405,2.3723211338116665,0.3785795693595833,260.0230776468333,13.059497038516668,0.0062581554326862,0.0985131741811708,1.1582876096166668
2016-04-24T15:44:00,32.58,-158,15,6,1,24LS,9.76,,BDL,,17.167468070983887,25.26355361938477,34.64813105265299,0.0703782880057891,0.3016157150268554,5.087004899978638,5.593292077382405,2.3723211338116665,0.3785795693595833,260.0230776468333,13.059497038516668,0.0062581554326862,0.0985131741811708,1.1582876096166668
